"","PTC","PTN","CVBFAvg","logKSb","p"
"1",-2.2468672153411,-19.1611366397282,-0.312843517507289,0,0.807770828281222
"2",-2.15758905213993,-22.9497830036208,-4.1488986930884,0.066752896920392,0.467230455151439
"3",-2.50532502506672,-45.0155825838664,-2.21877673563036,0,0.111194315777797
"4",7.50833055629094,-1.72181365840376,10.4533428543889,4.91666704344628e-06,0.929626237172537
"5",-3.96069338285508,-20.8520080438977,1.97947513629986,4.91666704344628e-06,0.775325143329106
"6",2.37953260396212,-9.15236426668426,8.31336796503589,0.242813383263338,0.822650340582889
"7",-8.70622280982347,-51.8700383747315,-7.85965294262901,0,0.0869660317436365
"8",-3.7135978171251,-25.3308715096423,-5.13844927628671,0,0.514761295527321
"9",3.79647490388157,-2.17987382657169,17.9498470429714,0.066752896920392,0.991475106034818
"10",1.27064313051769,-12.5643784822619,7.77235291795929,0,0.857470654509112
"11",-5.78205940200916,-34.353799243191,-10.2513526767109,0,0.404282516035458
"12",-3.38483432191484,-18.6759778929052,-2.16564711079811,0,0.595325510518967
"13",4.67270922196257,-8.13673302435535,18.4902095215608,0.00819468472626163,0.990132464793826
"14",-8.55281741089711,-41.0377517033325,-12.4716180485105,0,0.367383127824879
"15",-7.4700880444928,-31.713266835498,-7.65908374892877,0,0.378603072298166
"16",-6.24180253200277,-27.2838421147255,-4.58446643762937,0,0.480117177139442
"17",-8.30951552452233,-37.8326446592939,-3.43149078597661,0,0.335882656568674
"18",-5.61671638734498,-52.324672667794,-3.34344099762069,0,0.0602674405215636
"19",-1.53768002737402,-40.5393972326341,-2.95233082685805,0,0.151656318156636
"20",-0.028117249108405,-6.14871368392554,11.7304100520021,4.91666704344628e-06,0.891259646928536
"21",-2.82421411722332,-41.4671719890571,-10.2986784862202,0,0.123804310829439
"22",7.20548605781513,-0.785316932827286,20.1118532251203,0.173545700506605,0.998507346840154
"23",-5.96563590503021,-36.6796073887603,-2.39575497308857,0,0.254559378050965
"24",-2.44193022002852,-49.6501077605517,-4.8165215903365,0,0.139911917089412
"25",-6.14531546050446,-49.0673569285306,-9.0360409220997,0.173545700506605,0.01536746788899
"26",-6.61517634434023,-28.8135046952732,-2.71102675862645,0,0.662898160247943
"27",-1.31403416374089,-30.091997994835,-4.22192047592506,0,0.353176051846696
"28",6.63322677985981,-9.00987930869935,6.76187520328804,0.242813383263338,0.76419446704331
"29",-5.49568218366291,-49.9874593317619,-6.90325488308723,0,0.028008961753574
"30",5.83865840151494,-3.89044910847845,14.9362386284266,0.00819468472626163,0.918798961862542
"31",6.24287607428612,-0.959478625517384,17.9179767991912,0.114605780763685,0.990598656271608
"32",-0.0559622441463752,-11.1527456258365,4.03718276362088,0,0.841724572535287
"33",-3.10388423765971,-46.1981108078584,-0.00480645001155153,0,0.00730660926130099
"34",-6.27993626022586,-44.446260005106,-9.7385961920103,0,0.355982140011656
"35",-3.38204909022719,-27.7590765668971,-7.78262995603173,0,0.534807358174174
"36",-0.417607747773857,-19.8127979768086,-1.12210702768108,0,0.666091200008601
"37",-5.33369346467206,-36.1395709636874,-9.96014927341817,0,0.324153138035999
"38",-5.03980051617165,-39.2837435293859,-6.66623915143186,0,0.414919210998632
"39",13.3174679131751,3.55507551597812,22.7974607852079,0.114605780763685,0.961639640341435
"40",-1.68897292885166,-30.7661585383586,-6.61600033246755,0,0.308815185697318
"41",-5.08594094241481,-42.5778921356963,-12.5559415579417,0.0308860351553358,0.217851841394645
"42",-6.02896698738992,-27.9142226737245,-5.0219056225154,0,0.420396369161986
"43",-3.34474293682747,-32.0427288871378,-6.51082944058312,0,0.269097276506051
"44",-1.42148287659483,-53.2986136562288,-2.09944162346355,0.114605780763685,2.86575679778006e-05
"45",3.98028665977358,-6.59440239396201,6.92080993618752,0.0308860351553358,0.944798050046246
"46",-2.90744451108021,-43.7694405487692,-5.08962713428421,0.00819468472626163,0.146872035219031
"47",4.34627355487367,-9.5659679276489,3.77646886784933,4.91666704344628e-06,0.779187490758556
"48",1.58093745118592,-9.78241191266596,6.77424404251865,0.173545700506605,0.832004038811736
"49",-3.80201151722854,-21.132241264631,0.252798306815832,0,0.719726882845949
"50",-1.45975056954232,-19.9431677225245,3.53842744012837,0,0.865033386656775
"51",-5.42197766316868,-51.4228970876143,-9.24305869963794,0,0.00308549304097003
"52",-4.76261138875036,-36.3159589627049,-7.58274539866816,0,0.467142408363256
"53",10.3716265546458,-0.495368196053505,22.6952439486535,0.321779830544484,0.994865289036657
"54",-5.4039725079252,-51.3272381796228,-5.41459360953678,0,0.104199132701101
"55",-2.06212922239335,-36.0844964543014,-6.82445028528666,0,0.286094307480823
"56",-1.19427751126548,-22.1454226507601,-1.68605354408131,0.00819468472626163,0.624604670762758
"57",-1.35885659933225,-16.6983233665767,1.32678201268388,0,0.815367006614044
"58",-10.091242571486,-46.0711838808369,-10.5366995676816,0,0.368589863411615
"59",5.57197633359201,-43.4568905466001,-7.54550380333903,0.409920551378135,0.00779805433993194
"60",-1.93652182849429,-46.8528761359043,-4.70260075901427,4.91666704344628e-06,0.0846389795378402
"61",-10.2662841664492,-52.3679009077849,-11.7737309614423,0,0.254468520563052
"62",-3.83386626717685,-49.2575630822162,-10.2107074517243,0.173545700506605,0.0186470848392866
"63",-7.9469294865195,-34.7856386837655,-7.0044617906482,0,0.311393753078833
"64",-2.75888189877813,-36.6792573062013,-8.05309142592958,0.066752896920392,0.209937547035201
"65",-3.13244433707495,-24.491184103027,-7.70224023316188,0,0.596969755554184
"66",-3.06655474420993,-25.7084466344136,-7.17707695074152,0,0.552657911491164
"67",-4.23237721388319,-42.8363966253633,-6.80132369162898,0,0.000621532015774806
"68",3.68619961704287,-2.12782328944908,20.0058797079333,0.00819468472626163,0.999208984147468
"69",-1.93174541794646,-45.607763347191,-3.8436133694631,0,0.18403685995582
"70",-3.69554634329705,-21.79905013387,-2.46235315842703,4.91666704344628e-06,0.625640750380906
"71",-4.75716956939163,-32.0751383503468,-5.37451967302778,0,0.582430676009526
"72",-9.59494223420909,-42.2038262349993,-11.5860547358137,0,0.181234527470557
"73",-1.4097299995075,-40.2240962696107,-6.65512320256471,0,0.193176321842388
"74",-7.13185502491728,-26.2485291449213,-7.56997772263572,0,0.776209326705962
"75",3.82232884389094,-1.60284828616056,18.2772643284519,0.00819468472626163,0.991348894855865
"76",-3.83231251709073,-37.2359804255667,-14.2017867902028,0.00819468472626163,0.372640851398808
"77",-1.48984415609214,-24.8288579816521,-9.1751189819206,0,0.589422036391198
"78",-3.87557212160845,-46.2177194297809,-1.5884362570372,0.114605780763685,0.0554006314713584
"79",-2.37686042644377,-36.495915772606,-8.75505820417467,0,0.398684273420165
"80",-1.66933111947071,-35.1975262225826,-6.81353890705024,0,0.350482390240731
"81",-7.24565439908345,-46.3639407782686,-8.19542239161241,0,0.222319009988202
"82",10.965699589916,3.02209844293639,19.9747190473541,0.00819468472626163,0.999827748471201
"83",-10.0039118295934,-51.4245593292428,-16.2769651518732,0,0.0312565115990519
"84",-2.37998408439127,-49.9066544957769,-3.96775506186374,0,0.0789570777705694
"85",-2.04944387075769,-14.5441292130536,-0.302855682002587,0.066752896920392,0.716444602602858
"86",-4.04148590183821,-28.5722630565345,-6.04167007366471,0,0.674293819376385
